,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject,SurveyCode,Status,ID
10,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,34S6N1K2ZVJOB39KP6OYDWQ822XLHP,A1P6OXEJ86HQRM,Submitted,Thu Nov 19 16:46:18 PST 2020,Thu Nov 19 17:01:46 PST 2020,Sun Nov 22 17:01:46 PST 2020,,,,928,0% (0/0),0% (0/0),0% (0/0),wDuQdf,x,,wDuQdf,Completed,42.0
11,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,34YB12FSQYOUHPWU5C7VS9TWN7AGMN,A296WX3QFEK7A0,Submitted,Thu Nov 19 16:46:22 PST 2020,Thu Nov 19 17:07:14 PST 2020,Sun Nov 22 17:07:14 PST 2020,,,,1252,0% (0/0),0% (0/0),0% (0/0),b16upP,x,,b16upP,Completed,8.0
12,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,352YTHGROVDSDV2ZJEPHRFOXGG24HF,A3L4JI1S352HB8,Submitted,Thu Nov 19 16:46:22 PST 2020,Thu Nov 19 17:07:00 PST 2020,Sun Nov 22 17:07:00 PST 2020,,,,1238,0% (0/0),0% (0/0),0% (0/0),lCn8kR,,"
        Could not verify completion code. If you believe this is a mistake, please contact the requester.
        ",,,
13,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,35GMH2SV3EHKXELFCXWKKAXP5RAOET,AVD6HMIO1HLFI,Submitted,Thu Nov 19 18:16:28 PST 2020,Thu Nov 19 18:23:34 PST 2020,Sun Nov 22 18:23:34 PST 2020,,,,426,0% (0/0),0% (0/0),0% (0/0),XGlqpA,x,,XGlqpA,Completed,111.0
14,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,36AHBNMV1RCRZMBHMPUYGJD6JP8DY0,A1C9ZHH1PV21PG,Submitted,Thu Nov 19 16:46:21 PST 2020,Thu Nov 19 17:26:41 PST 2020,Sun Nov 22 17:26:41 PST 2020,,,,2420,0% (0/0),0% (0/0),0% (0/0),rxiXrM,,"
        Could not verify completion code. If you believe this is a mistake, please contact the requester.
        ",,,
15,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,37TD41K0AH9KY8TUNN7YER7NH40CSL,AWKJJC3QFU9VW,Submitted,Thu Nov 19 16:46:22 PST 2020,Thu Nov 19 16:55:59 PST 2020,Sun Nov 22 16:55:59 PST 2020,,,,577,0% (0/0),0% (0/0),0% (0/0),ZNXPkc,x,,ZNXPkc,Completed,26.0
16,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,37XITHEISW98XTTH8Y7TOH2RV2HCRX,A1BXEU20OCUGVZ,Submitted,Thu Nov 19 17:46:42 PST 2020,Thu Nov 19 17:58:38 PST 2020,Sun Nov 22 17:58:38 PST 2020,,,,716,0% (0/0),0% (0/0),0% (0/0),SCZA4z,x,,SCZA4z,Completed,97.0
17,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,386PBUZZXFXK294AD6RJP96NFU1LJU,AN398W5BI75FB,Submitted,Thu Nov 19 16:46:19 PST 2020,Thu Nov 19 17:10:23 PST 2020,Sun Nov 22 17:10:23 PST 2020,,,,1444,0% (0/0),0% (0/0),0% (0/0),aaT5Xq,x,,aaT5Xq,Completed,41.0
18,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,388U7OUMF71O31Y1WIE9TG0QMDKR0J,A2SMXW8QTM2BS5,Submitted,Thu Nov 19 17:20:07 PST 2020,Thu Nov 19 17:30:03 PST 2020,Sun Nov 22 17:30:03 PST 2020,,,,596,0% (0/0),0% (0/0),0% (0/0),EbMMXh,x,,EbMMXh,Completed,80.0
19,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,38JBBYETQOAGTLBXTDHB6CRKO0A4EZ,A171RZ3O028XF6,Submitted,Thu Nov 19 16:46:21 PST 2020,Thu Nov 19 17:00:38 PST 2020,Sun Nov 22 17:00:38 PST 2020,,,,857,0% (0/0),0% (0/0),0% (0/0),JFLbsB,x,,JFLbsB,Completed,34.0
20,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,39GHHAVOMFRO41XP7ES23S4CT864JK,A15VRRHQCLJHC8,Submitted,Thu Nov 19 16:46:23 PST 2020,Thu Nov 19 16:59:30 PST 2020,Sun Nov 22 16:59:30 PST 2020,,,,787,0% (0/0),0% (0/0),0% (0/0),cNHrsG,x,,cNHrsG,Completed,30.0
21,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,39GHHAVOMFRO41XP7ES23S4CT86J4Z,A350SLJRMBIFM4,Submitted,Thu Nov 19 16:46:22 PST 2020,Thu Nov 19 17:03:55 PST 2020,Sun Nov 22 17:03:55 PST 2020,,,,1053,0% (0/0),0% (0/0),0% (0/0),iMv5Kk,x,,iMv5Kk,Completed,9.0
22,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,39JEC7537U10Q0AYHIC3PERUG8UCVQ,AQP4PHYDXRBPI,Submitted,Thu Nov 19 16:46:24 PST 2020,Thu Nov 19 17:10:46 PST 2020,Sun Nov 22 17:10:46 PST 2020,,,,1462,0% (0/0),0% (0/0),0% (0/0),CLjOvK,x,,CLjOvK,Completed,12.0
23,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3ATTHHXXWAOJ7S1T9797O2MA9OMIX1,A19EC00VAL5QD,Submitted,Thu Nov 19 16:46:19 PST 2020,Thu Nov 19 16:57:13 PST 2020,Sun Nov 22 16:57:13 PST 2020,,,,654,0% (0/0),0% (0/0),0% (0/0),BW4PUg,x,,BW4PUg,Completed,22.0
24,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3AWETUDC92S8CN18APXSLN2LHOKIZY,A2OPYRV3GLAPS1,Submitted,Thu Nov 19 16:46:20 PST 2020,Thu Nov 19 17:26:41 PST 2020,Sun Nov 22 17:26:41 PST 2020,,,,2421,0% (0/0),0% (0/0),0% (0/0),uJ77Dd,x,,uJ77Dd,Completed,51.0
25,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3BDCF01OGXUAXYZ9Z6SMZWLBSYALYO,A1Q6VY3C3CEOA0,Submitted,Thu Nov 19 17:28:09 PST 2020,Thu Nov 19 18:07:12 PST 2020,Sun Nov 22 18:07:12 PST 2020,,,,2343,0% (0/0),0% (0/0),0% (0/0),XVGjXl,x,,XVGjXl,Completed,88.0
26,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3BEFOD78W6TE593AAB5UJKWTX21M46,A37XBH865833FE,Submitted,Thu Nov 19 18:33:54 PST 2020,Thu Nov 19 18:50:37 PST 2020,Sun Nov 22 18:50:37 PST 2020,,,,1003,0% (0/0),0% (0/0),0% (0/0),I3V9iu,x,,I3V9iu,Completed,120.0
27,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3D3VGR7TA0FKKTXYF5WSVEYXPP4R3E,A37OUZOGQKGMW0,Submitted,Thu Nov 19 16:46:22 PST 2020,Thu Nov 19 17:14:03 PST 2020,Sun Nov 22 17:14:03 PST 2020,,,,1661,0% (0/0),0% (0/0),0% (0/0),uHyozX,x,,uHyozX,Completed,23.0
28,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3DI28L7YXAEZ1MEE6VY98EKHCG0E1W,A31Z8Z6D7E4SPC,Submitted,Thu Nov 19 16:46:22 PST 2020,Thu Nov 19 17:38:18 PST 2020,Sun Nov 22 17:38:18 PST 2020,,,,3116,0% (0/0),0% (0/0),0% (0/0),ExuHwK,,"
        Could not verify completion code. If you believe this is a mistake, please contact the requester.
        ",,,
29,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3DL65MZB8DFJOPOCMSNTPA38GD1ECW,A3NYIJYBHAJ74V,Submitted,Thu Nov 19 20:26:29 PST 2020,Thu Nov 19 21:18:43 PST 2020,Sun Nov 22 21:18:43 PST 2020,,,,3134,0% (0/0),0% (0/0),0% (0/0),dV1C4I,,"
        Could not verify completion code. If you believe this is a mistake, please contact the requester.
        ",,,
30,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3E47SOBEYQWV4UQYIBDKAP1086YCIT,AG9LMLEPXP2YC,Submitted,Thu Nov 19 17:46:41 PST 2020,Thu Nov 19 18:20:00 PST 2020,Sun Nov 22 18:20:00 PST 2020,,,,1999,0% (0/0),0% (0/0),0% (0/0),bThzfp,x,,bThzfp,Completed,112.0
31,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3EF8EXOTT1V7C206KW905UX9HOWJ1M,A2Y0WNHMT4PZ4C,Submitted,Thu Nov 19 17:46:21 PST 2020,Thu Nov 19 18:00:46 PST 2020,Sun Nov 22 18:00:46 PST 2020,,,,865,0% (0/0),0% (0/0),0% (0/0),jDX4Oq,x,,jDX4Oq,Completed,91.0
32,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3EFVCAY5L39PN2KRJHIFK4KHVU2J86,A74NI5IURZVXM,Submitted,Thu Nov 19 16:46:24 PST 2020,Thu Nov 19 17:09:39 PST 2020,Sun Nov 22 17:09:39 PST 2020,,,,1395,0% (0/0),0% (0/0),0% (0/0),BDe97h,x,,BDe97h,Completed,57.0
33,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3EICBYG644WRZ5A40TYKMQG0LLNCJ5,A19DZAFFZEU6GN,Submitted,Thu Nov 19 16:46:19 PST 2020,Thu Nov 19 17:26:08 PST 2020,Sun Nov 22 17:26:08 PST 2020,,,,2389,0% (0/0),0% (0/0),0% (0/0),PkYDmc,x,,PkYDmc,Completed,76.0
34,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3FTOP5WARFO75DFOOD50RPEZCWQJ0J,AGQF6T924GL8N,Submitted,Thu Nov 19 17:56:28 PST 2020,Thu Nov 19 18:13:33 PST 2020,Sun Nov 22 18:13:33 PST 2020,,,,1025,0% (0/0),0% (0/0),0% (0/0),VVp5Nv,x,,VVp5Nv,Completed,102.0
